",""smiles"""
"1659,""CCCSCS[P](=S)(OCC)OCC"""
"1660,""o1c2ccccc2c3ccc4ccccc4c13"""
"1661,""ClC(Cl)c1c(Cl)cccc1Cl"""
"1662,""CC1(C)C2CC[C@]1(C)C(=O)C2"""
"1663,""[Cl-].C[N+](C)(C)C"""
"1664,""CCCCCCCCCCN"""
"1665,""ClC1C2OC2C3C1C4(Cl)C(=C(Cl)C3(Cl)C4(Cl)Cl)Cl"""
"1666,""CCOc1ccc2nc3cc(N)ccc3c(N)c2c1.CC(O)C(O)=O"""
"1667,""Clc1cccc2ccccc12"""
"1668,""CCNc1nc(NC(C)(C)C#N)nc(SC)n1"""
"1669,""Oc1cc(Cl)c(Cl)c(Cl)c1Cl"""
"1670,""C1C=CC=CC=C1"""
"1671,""CC(=O)OC1CCCCC1"""
"1672,""Clc1ccc(OCOc2ccc(Cl)cc2)cc1"""
"1673,""CCO[P](=S)(OCC)SCSc1cc(Cl)ccc1Cl"""
1674,NA
1675,NA
"1676,""CCN(CC)N=O"""
"1677,""CO[C@H]1C[C@@H](O[C@@H](C)[C@@H]1O)O[C@H]2[C@H](C)OC(C[C@@H]2OC)O[C@H]\3C(C)/C=C\C=C/4COC5[C@H](O)C(=CC(C(=O)OC6CC(C\C=C3C)OC7(CC[C@H](C)CO7)C6)[C@]45O)C"""
"1678,""COCCN"""
"1679,""[Cl-].C[N+]1(C)CCCCC1"""
"1680,""O=C1NCCN1"""
"1681,""Cc1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O"""
"1682,""FC(F)(F)c1cccc(C=O)c1"""
"1683,""Cc1c(O)cccc1Cl"""
"1684,""COCc1c(F)c(F)c(COC(=O)C2C(\C=C\C)C2(C)C)c(F)c1F"""
"1685,""[Na+].[Na+].Nc1c(cc(c2ccccc12)[S]([O-])(=O)=O)N=Nc3ccc(cc3)c4ccc(cc4)N=Nc5cc(c6ccccc6c5N)[S]([O-])(=O)=O"""
1686,NA
"1687,""OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"""
"1688,""CCc1ccc(cc1)C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C"""
"1689,""OCC(CO)(CO)[N+]([O-])=O"""
"1690,""[Na+].[Na+].CCOc1ccc(cc1)N=Nc2ccc(\C=C/c3ccc(cc3[S]([O-])(=O)=O)N=Nc4ccc(OCC)cc4)c(c2)[S]([O-])(=O)=O"""
"1691,""Nc1cc(Cl)cc(Cl)c1"""
"1692,""Clc1ccc(cc1)c2cc(Cl)c(Cl)c(Cl)c2"""
1693,NA
"1694,""[K+].ClN1C(=O)[N-]C(=O)N(Cl)C1=O"""
"1695,""ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl"""
"1696,""[O-][N+](=O)c1c(Cl)c(Cl)cc(Cl)c1Cl"""
"1697,""[F]|[Sn](c1ccccc1)(c2ccccc2)c3ccccc3"""
"1698,""[Na+].[Na+].[O-][Si]([O-])=O"""
"1699,""CCC(C)c1cc(cc(c1OC(=O)OC(C)C)[N+]([O-])=O)[N+]([O-])=O"""
"1700,""[Ba++].[O-][B][O-]"""
"1701,""CC(C)(C)C(O)C(Oc1ccc(cc1)c2ccccc2)n3cncn3"""
"1702,""COC(=O)c1ccc(C(=O)OC)c(c1)[N+]([O-])=O"""
"1703,""CO[P](=S)(OC)Oc1nn(C(C)C)c(Cl)n1"""
"1704,""COC(=O)c1ccc(cc1)[N+]([O-])=O"""
"1705,""O=C(c1ccccc1)c2ccccc2"""
"1706,""[Na+].[Na+].[Na+].[Na+].Cc1cc(ccc1N\N=C/2C(=O)c3c(N)cc(cc3C=C2[S]([O-])(=O)=O)[S]([O-])(=O)=O)c4ccc(N\N=C/5C(=O)c6c(N)cc(cc6C=C5[S]([O-])(=O)=O)[S]([O-])(=O)=O)c(C)c4"""
1707,NA
"1708,""o1c(ccc1c2ccccc2)c3ccccc3"""
"1709,""Cn1nc(C)c(\C=N\OCc2ccc(cc2)C(=O)OC(C)(C)C)c1Oc3ccccc3"""
"1710,""CCCCOCC(C)OC(=O)C(C)Oc1cc(Cl)c(Cl)cc1Cl"""
"1711,""[O-][N+](=O)c1ccc(Oc2ccc(cc2[N+]([O-])=O)C(F)(F)F)cc1"""
"1712,""CO[S](=O)(=O)OC"""
"1713,""Nc1ccc(cc1)[N+]([O-])=O"""
1714,NA
"1715,""[H+].[Cl-].CNCCC(Oc1ccc(cc1)C(F)(F)F)c2ccccc2"""
"1716,""[Be++].[O-][N+]([O-])=O.[O-][N+]([O-])=O"""
"1717,""ClC1C(Cl)C2(Cl)C(=CC1(Cl)C2(Cl)Cl)Cl"""
"1718,""Cc1cccc(Cl)c1C#N"""
"1719,""CCOC(=O)COc1cc(N2N=CC(=C(C)C2=O)C(F)(F)F)c(F)cc1Cl"""
1720,NA
"1721,""[Cl-].[Cl-].CC[Pb++]CC"""
"1722,""OC(C1CC1)(c2ccc(Cl)cc2)c3ccc(Cl)cc3"""
"1723,""Clc1ccc(cc1Cl)c2ccc(Cl)c(Cl)c2"""
"1724,""Clc1ccc(cc1)[S](=O)(=O)c2ccccc2"""
"1725,""[Na+].COC(=O)c1ccc(I)cc1[S]([O-])(=O)=NC(=O)Nc2nc(C)nc(OC)n2"""
"1726,""Oc1cc(ccc1[N+]([O-])=O)[N+]([O-])=O"""
"1727,""[Na+].[Na+].[Na+].[Na+].[Cu]|1|Oc2cc(ccc2N\N=C\3C(=O|1)c4c(N)cc(cc4C=C3[S]([O-])(=O)=O)[S]([O-])(=O)=O)c5ccc6N\N=C\7C(=O|[Cu]|Oc6c5)c8c(N)cc(cc8C=C7[S]([O-])(=O)=O)[S]([O-])(=O)=O"""
"1728,""CC(C)(O)C#N"""
"1729,""[Na+].Cc1ccc(N\N=C\2C(=O)C=CC(=N/Nc3ccc(cc3)[S]([O-])(=O)=O)/C2=O)c(C)c1"""
"1730,""[O-][S](=O)(=O)c1ccc[n+](Cc2ccccc2)c1"""
"1731,""OC(C(F)(F)F)C(F)(F)F"""
"1732,""CCCCCCCC/C=C/CCCCCCCC(O)=O"""
1733,NA
"1734,""Cc1ccc(cc1N=C=O)N=C=O"""
"1735,""[Cl-].[Hg+]"""
"1736,""ClC(Cl)C(Cl)(Cl)Cl"""
1737,NA
"1738,""CCO[P](=S)(OCC)SCCl"""
"1739,""Cc1cc(O)cc(C)c1N"""
"1740,""O=C1C=CC(C=C1)=NNc2ccccc2"""
"1741,""S=C1NCCN1"""
"1742,""CC(C)(N)C1CCC(C)(N)CC1"""
1743,NA
"1744,""O=C/C=C/c1ccccc1"""
"1745,""CCO[P](=S)(OCC)OC(=C/Cl)/c1cc(Cl)ccc1Cl"""
"1746,""CCCC[Sn](|[O]C(C)=O)(CCCC)CCCC"""
"1747,""COC(=O)N[S](=O)(=O)c1ccc(N)cc1"""
"1748,""CC1(C)CCCCC1"""
"1749,""CC(C)N(C(=O)COc1sc(nn1)C(F)(F)F)c2ccc(F)cc2"""
"1750,""ClN1C(=O)N(Cl)C(=O)N(Cl)C1=O"""
"1751,""NC1=C(Cl)C(=O)N(N=C1)c2ccccc2"""
"1752,""CCOc1snc(n1)C(Cl)(Cl)Cl"""
1753,NA
"1754,""CCC(C)(O)CC"""
"1755,""CCCCC=O"""
1756,NA
"1757,""COc1cc(C=O)c(Cl)cc1O"""
"1758,""Cc1cccc(O)c1[N+]([O-])=O"""
"1759,""CCCCCCCCCCCC(=O)OCCOCC(OCCO)C1OCC(OCCO)C1OCCO"""
"1760,""Cc1ccc(c(c1)[N+]([O-])=O)[N+]([O-])=O"""
1761,NA
"1762,""CNC(=O)Oc1cc(C)cc(C)c1"""
"1763,""CC(C)C(Nc1ccc(cc1Cl)C(F)(F)F)C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2"""
1764,NA
"1765,""CCCCCCCCC(C)=O"""
"1766,""[Na+].[Na+].[O-]C(=O)C1C2CCC(O2)C1C([O-])=O"""
1767,NA
"1768,""[Na+].[Na+].[O-][S](=O)(=O)OO[S]([O-])(=O)=O"""
"1769,""[Na+].[Na+].[O-]C(=O)c1ccccc1C2=C3C=C(I)C(=O)C(=C3Oc4c(I)c([O-])c(I)cc24)I"""
"1770,""Cc1ccn2nc(nc2n1)[S](=O)(=O)Nc3c(F)cccc3F"""
"1771,""[Cl-].Cc1cc2nc3c(C)c(N)ccc3[n+](c4ccccc4)c2cc1N"""
"1772,""CCCC[Sn](CCCC)(CCCC)CCCC"""
"1773,""[Na+].[S-]c1sc2ccccc2n1"""
"1774,""NC(N)=Nc1scc(CSCCC(N)=N[S](N)(=O)=O)n1"""
"1775,""CN(C)C(C)=O"""
"1776,""[Cl-].CCOc1cc(cc2[o+]c3cc(ccc3nc12)N(CC)CC)N(CC)CC"""
"1777,""CCCCCOCCCCC"""
1778,NA
"1779,""CCOC(=O)\C=C/C(=O)OCC"""
"1780,""CSC(/C)=N/OC(=O)N(C)SN(C)C(=O)O\N=C(/C)SC"""
"1781,""CCOC(=O)N(C)C(=O)CS[P](=S)(OCC)OCC"""
"1782,""NCC=C"""
"1783,""Clc1cc(Cl)c(Cl)cc1Cl"""
1784,NA
"1785,""OC1(CCCCC1)C#C"""
"1786,""CCC(C)(CC)c1cc(NC(=O)c2c(OC)cccc2OC)on1"""
"1787,""Fc1ccccc1C=O"""
"1788,""Oc1c(Cl)c(Cl)c(C#N)c(Cl)c1C#N"""
"1789,""CCOC(=O)C(O)(c1ccc(Cl)cc1)c2ccc(Cl)cc2"""
"1790,""CCCCOCCOCCOCc1cc2OCOc2cc1CCC.CC3(C)C(C=C(Cl)Cl)C3C(=O)OCc4cccc(Oc5ccccc5)c4"""
"1791,""OCCOCCO"""
"1792,""CCCCC(CC)COC(=O)C=C"""
"1793,""CC1=C(Cl)C(=O)N(C(=O)N1)C(C)(C)C"""
1794,NA
1795,NA
"1796,""CCC(C)O"""
1797,NA
"1798,""c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45"""
"1799,""CCCCBr"""
"1800,""CC(O)COC(=O)CBr"""
"1801,""CCO[P](O)(=S)OCC"""
"1802,""Cc1ccccc1F"""
"1803,""NC(=O)c1cccc(Br)c1"""
"1804,""C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CCC2=O"""
"1805,""CO\C=C(C(=O)OC)/c1ccccc1Oc2cc(Oc3ccccc3C#N)ncn2"""
1806,NA
"1807,""O.O.O.O.O.O.O.[Zn++].[O-][S]([O-])(=O)=O"""
"1808,""CC(=O)c1cccc(N)c1"""
"1809,""CC(C)C1=NN(C(=O)NC(C)(C)C)C(=O)N1N"""
"1810,""BrC=C(Br)Br"""
"1811,""O.O.CC(O|[U](|OC(C)=O)(=O)=O)=O"""
"1812,""CCCN(CCC)c1c(cc(cc1[N+]([O-])=O)[S](C)(=O)=O)[N+]([O-])=O"""
"1813,""Clc1c(Cl)c(Cl)c(c2ccccc2)c(Cl)c1Cl"""
"1814,""CCC#N"""
"1815,""O.O.O.O.O.O.O.[Co++].[O-][S]([O-])(=O)=O"""
"1816,""[O-][N+](=O)c1ccccc1[N+]([O-])=O"""
1817,NA
"1818,""C\1C\C=C/CC\C=C1"""
"1819,""[H+].[Cl-].C1CN=C(Cc2ccccc2)N1"""
"1820,""Oc1c(Cl)cccc1Cl"""
"1821,""COc1ccc(cc1OC)C(=C\C(=O)N2CCOCC2)/c3ccc(Cl)cc3"""
"1822,""CC1(C)CCC(Cc2ccc(Cl)cc2)C1(O)Cn3cncn3"""
"1823,""NC12CC3CC(CC(C3)C1)C2"""
"1824,""CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC.CO[P](=S)(OC)Oc1ccc(c(C)c1)[N+]([O-])=O"""
"1825,""CN(C)c1ccccc1"""
"1826,""CC1(C)[C@H](\C=C(/Cl)C(F)(F)F)[C@@H]1C(=O)O[C@@H](C#N)c2cccc(Oc3ccccc3)c2"""
"1827,""CSc1nc(NC2CC2)nc(NC(C)(C)C)n1"""
1828,NA
"1829,""CCCCCCCCSC(=O)Oc1cc(Cl)nnc1c2ccccc2"""
"1830,""CCCCCCCCCCCCCN1CC(C)OC(C)C1"""
"1831,""CC(C)=CC(C)=O"""
"1832,""[K+].[K+].[O-][S](=O)(=O)OO[S]([O-])(=O)=O"""
"1833,""[Na+].[Na+].[Cu]|1|OC(=O)CN(CCN(CC(O|1)=O)CC([O-])=O)CC([O-])=O"""
"1834,""CNC(=O)Oc1cccc(c1)C(C)C"""
1835,NA
"1836,""CN1CCCC1c2cccnc2.CN3CCCC3c4cccnc4.O[S](O)(=O)=O"""
"1837,""C[NH2+]C.[O-]C(=O)COc1cc(Cl)c(Cl)cc1Cl"""
"1838,""ClC1OC(Cl)C2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl"""
"1839,""Clc1cc(NC(=O)Nc2ccccc2)ccn1"""
"1840,""NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O)[C@H]2O[C@@H]3O[C@H](CO)[C@@H](OC4O[C@@H](CN)[C@@H](O)[C@H](O)[C@H]4N)[C@H]3O)[C@H](N)[C@@H](O)[C@@H]1O.O[S](O)(=O)=O"""
"1841,""CC1(OC(=O)N(Nc2ccccc2)C1=O)c3ccc(Oc4ccccc4)cc3"""
1842,NA
"1843,""Cc1cc(Cl)nc(N)n1"""
"1844,""CCOC(=O)C(=O)OCC"""
"1845,""COc1cc(NC(=O)C(N=Nc2ccc(cc2Cl)c3ccc(N=NC(C(C)=O)C(=O)Nc4cc(OC)c(Cl)cc4OC)c(Cl)c3)C(C)=O)c(OC)cc1Cl"""
"1846,""CCOC(=O)CC(C)=O"""
"1847,""CC(C(NCCN)c1ccccc1)[N+]([O-])=O"""
"1848,""ClCCOCCCl"""
1849,NA
"1850,""[O-][N+](=O)c1ccc(C=O)cc1"""
"1851,""Cc1c[nH]c2ccccc12"""
"1852,""CC=O"""
"1853,""CCCOC(=O)c1ccc(nc1)C(=O)OCCC"""
1854,NA
"1855,""OCC=C"""
"1856,""CC(COc1ccc(Oc2ccccc2)cc1)Oc3ccccn3"""
"1857,""CC1(C)N(Br)C(=O)N(Cl)C1=O"""
"1858,""CO[P](=S)(OC)Oc1ccc(cc1)C#N"""
"1859,""CC1CCCC(C)C1"""
1860,NA
"1861,""O=C1C2CC3CC(C2)CC1C3"""
"1862,""COC(=O)N[C@@H]1[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7N)[C@H](O)[C@H]6N)[C@H](O)[C@H]5N)[C@H](O)[C@H]4N)[C@H](O)[C@H]3N)[C@H](O)[C@H]2N)[C@@H](CO)O[C@H]1O[C@H]8[C@H](O)[C@@H](N)[C@@H](O[C@@H]8CO)O[C@H]9[C@H](O)[C@@H](N)[C@H](O)O[C@@H]9CO"""
"1863,""COc1ccc(cc1)C(C)(C)c2ccc(OC)cc2"""
"1864,""[Na].O[S](=O)(=O)c1ccc(Br)cc1"""
"1865,""ClC1C2C(C3OC13Cl)C4(Cl)C(=C(Cl)C2(Cl)C4(Cl)Cl)Cl"""
1866,NA
"1867,""CNC(=O)N(C)c1sc(nn1)C(F)(F)F"""
1868,NA
"1869,""CC[S](=O)(=O)c1cccnc1[S](=O)(=O)NC(=O)Nc2nc(OC)cc(OC)n2"""
"1870,""CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C"""
"1871,""CSC(=O)c1c(CC(C)C)c(C(=O)SC)c(nc1C(F)F)C(F)(F)F"""
1872,NA
"1873,""CO[P](=O)(OC)Oc1ccc(N)c(C)c1"""
"1874,""Cc1cc(c(N)c(c1)[N+]([O-])=O)[N+]([O-])=O"""
"1875,""CCCCCCC(=O)Oc1c(Br)cc(cc1Br)C#N"""
"1876,""OC(=O)C(Cl)Cl"""
"1877,""Nc1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O"""
"1878,""C=O"""
1879,NA
"1880,""[Fe+3].C[As]([O-])([O-])=O"""
"1881,""[NH4+].[Cl-].[Cl-].[Cl-].[Cl-].[Au+3]"""
"1882,""CCCCCCCN"""
"1883,""OC(=O)Cc1ccccc1Nc2c(Cl)cccc2Cl"""
"1884,""ClC1=CC=CC(=O)N1"""
"1885,""CO[P](=O)(OC)Oc1nc(Cl)c(Cl)cc1Cl"""
1886,NA
"1887,""ClCCOCOCCCl"""
"1888,""CCCCCCCCCCCO"""
"1889,""ClCC(CCl)O[P](=O)(OC(CCl)CCl)OC(CCl)CCl"""
"1890,""Cc1cccc2n[nH]nc12"""
"1891,""CNC(=O)O\N=C\1[C@@H](Cl)[C@@H]2C[C@H](C#N)[C@H]1C2"""
"1892,""[Na+].[Na+].[Na+].[O-][V]([O-])([O-])=O"""
"1893,""Cl\C=C\Cl"""
1894,NA
"1895,""CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2CC(C)(C)Oc12)C(C)C"""
"1896,""Cc1ccc2cc(C)c(C)cc2c1"""
"1897,""[H+].[H+].[Cl-].[Cl-].Cc1cc(N)ccc1N"""
"1898,""[Cl-].COc1ccc([NH+]=CC=C2N(C)c3ccccc3C2(C)C)c(OC)c1"""
"1899,""COC(=O)[C@@]1(Cl)CCC[C@@]2(C)[C@H]1CCc3cc(ccc23)C(C)C"""
"1900,""[Na+].[O-]C(=O)C(Cl)(Cl)Cl"""
"1901,""NC(N)=NCCCCCCCCNCCCCCCCCN=C(N)N"""
"1902,""O=[S](c1ccccc1)c2ccccc2"""
"1903,""Oc1ccc(c(C=O)c1)[N+]([O-])=O"""
"1904,""CCCCCCCCCCCCC\C=C/CCCCCCCC"""
"1905,""CCCCCCNCCCCCC"""
"1906,""CN(C)C(=O)Oc1cc(C)n(n1)C(=O)N(C)C"""
"1907,""O=[Fe]"""
"1908,""CCCCOC(C)COC(=O)COc1ccc(Cl)cc1Cl"""
"1909,""CC(C)SSC(C)C"""
"1910,""[K+].[K+].[O-]c1c(Br)cc2c(Oc3c(Br)c([O-])c(Br)cc3C24OC(=O)c5c(Cl)ccc(Cl)c45)c1Br"""
1911,NA
"1912,""[K+].CC(c1ccccc1CNCCN)[N+]([O-])=O"""
"1913,""COC(=O)C\C(O[P](=O)(OC)OC)=C\C(=O)OC"""
"1914,""O=NN1CCN(CC1)N=O"""
1915,NA
"1916,""C1CN1"""
"1917,""Nc1ccc(F)cc1"""
"1918,""CC(C)n1nc(C)cc1OC(=O)N(C)C"""
"1919,""[K+].CC([O-])=O"""
"1920,""[Ba]"""
"1921,""Cc1cc(Cl)cc(Cl)c1O"""
"1922,""CC1(C)CC/C(=C/c2ccc(Cl)cc2)C1(O)Cn3cncn3"""
"1923,""[Zr+4].[O-][S]([O-])(=O)=O.[O-][S]([O-])(=O)=O"""
"1924,""CCCC[Sn](|[O]C(=O)c1ccccc1)(CCCC)CCCC"""
"1925,""[Na+].[O-]c1c(I)cc(cc1I)C#N"""
1926,NA
"1927,""CCNC(=S)NCC"""
"1928,""CCC(C)Nc1c(cc(cc1[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O"""
"1929,""[Na+].CN(C)C([S-])=S"""
1930,NA
"1931,""Fc1cc2OCC(=O)N(CC#C)c2cc1N3C(=O)C4=C(CCCC4)C3=O"""
1932,NA
"1933,""CCCC(O)CC"""
"1934,""[Na+].[Na+].[Na+].[Na+].[Na+].Nc1c(cc2cc(ccc2c1N=Nc3ccc(cc3)c4ccc(N=Nc5c(N)c(cc6cc(ccc56)[S]([O-])(=O)=O)[S]([O-])(=O)=O)c(c4)[S]([O-])(=O)=O)[S]([O-])(=O)=O)[S]([O-])(=O)=O"""
"1935,""Clc1ccc(CN(C2CCCC2)C(=O)Nc3ccccc3)cc1"""
"1936,""[Pb++].[O-]C([O-])=O"""
"1937,""[OH2--].[Cu+].[Cu+]"""
"1938,""[NH4+].[NH4+].[O-][S](=O)(=O)OO[S]([O-])(=O)=O"""
1939,NA
"1940,""CCO[P](=S)(OCC)Oc1cnccn1"""
"1941,""C[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](N)CC[P](C)(O)=O)C(O)=O"""
"1942,""CCCOC(C)=O"""
"1943,""[O-]C(=O)c1cc(Cl)cc(Cl)c1Cl"""
"1944,""CCCN(CCC)CCC"""
"1945,""COC(C)=O"""
"1946,""CC(=O)c1ccc(Cl)c(c1)[N+]([O-])=O"""
"1947,""Clc1ccc(Oc2ccccc2)c(Cl)c1"""
"1948,""Cn1nc(C)c(C(=O)c2ccc(Cl)cc2Cl)c1OCC(=O)c3ccccc3"""
"1949,""[H+].[H+].[Cl-].[Cl-].Nc1ccc(N=Nc2cccc(c2)N=Nc3ccc(N)cc3N)c(N)c1"""
1950,NA
"1951,""CCOCn1c(c2ccc(Cl)cc2)c(C#N)c(Br)c1C(F)(F)F"""
"1952,""FC(F)(F)c1cccc(c1)C#N"""
"1953,""CN1CCCN=C1/C=C/c2sccc2C.O[C@H]([C@@H](O)C(O)=O)C(O)=O"""
"1954,""OC(c1ccc(Cl)cc1)(c2cncnc2)c3ccccc3Cl"""
"1955,""BrCC(Br)(CCC#N)C#N"""
"1956,""OC1CC2CCC1C2"""
"1957,""COc1cccc(OC)c1C"""
"1958,""Fc1ccc(cc1)[C@@]2(Cn3cncn3)O[C@H]2c4ccccc4Cl"""
"1959,""CC1CCCCC1=O"""
"1960,""[H+].[Cl-].Cc1ccc(N)cc1Cl"""
"1961,""[Na+].CCC([O-])=O"""
1962,NA
"1963,""[Na+].[Na+].[Na+].[O-]B([O-])[O-]"""
"1964,""CCNc1nc(Cl)nc(n1)N(CC)CC"""
"1965,""CCCCCCc1ccc(O)cc1"""
"1966,""NCCN1CCNCC1"""
"1967,""CO[P](=S)(OC)Oc1cc(Cl)c(I)cc1Cl"""
1968,NA
"1969,""CC\C=C/CCO"""
"1970,""ClC(=O)c1ccccc1"""
"1971,""CCCCCc1ccc(O)cc1"""
"1972,""Clc1cc(Cl)c(Cl)c(c1)c2cc(Cl)c(c3cc(Cl)c(Cl)c(Cl)c3)c(Cl)c2Cl"""
"1973,""O=C1C[C@@H]2OCC=C3CN4CC[C@@]56[C@@H]4C[C@@H]3[C@@H]2[C@@H]5N1c7ccccc67"""
"1974,""[K+].[K+].[O-][Se]([O-])=O"""
"1975,""N.CC=O"""
"1976,""Oc1ccc(cc1)C#N"""
1977,NA
"1978,""CO[P](=O)(OC)OC(=C/Cl)/c1cc(Cl)c(Cl)cc1Cl"""
"1979,""COc1ccc(cc1)[C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O"""
"1980,""O[C@@H]1CCCC[C@H]1c2ccccc2"""
"1981,""CN(C)c1ccc(C=O)cc1"""
"1982,""OC(=O)c1ccccc1C(=O)Nc2cccc3ccccc23"""
"1983,""CCOC(=O)c1cn2nc(O[P](=S)(OCC)OCC)cc2nc1C"""
"1984,""[Na+].[Na+].[Na+].CCCCCCCCCCCCc1ccc(cc1)[S]([O-])(=O)=O.CCCCCCCCCCCCc2cccc(c2)[S]([O-])(=O)=O.CCCCCCCCCCCCc3ccccc3[S]([O-])(=O)=O"""
"1985,""Nc1ccc(c(O)c1)C(=O)Oc2ccccc2"""
"1986,""[Na+].[O-]C(=O)C(F)(F)C(F)F"""
"1987,""[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[O-][S](=O)(=O)c1cc(ccc1/C=C/c2ccc(cc2[S]([O-])(=O)=O)n3nc4cc(c5ccccc5c4n3)[S]([O-])(=O)=O)N=Nc6ccc(/C=C/c7ccc(cc7[S]([O-])(=O)=O)n8nc9cc(c%10ccccc%10c9n8)[S]([O-])(=O)=O)c(c6)[S]([O-])(=O)=O"""
1988,NA
1989,NA
"1990,""[Na+].[Na+].[O-][S](=O)(=O)c1ccc(cc1)N=Nc2ccc(N\N=C\3C(=O)c4ccc(NC(=O)c5ccccc5)cc4C=C3[S]([O-])(=O)=O)cc2"""
1991,NA
"1992,""FC(F)(F)c1[nH]c(c2ccc(Cl)cc2)c(C#N)c1Br"""
"1993,""CC(C)(c1cc(Cl)c(O)c(Cl)c1)c2cc(Cl)c(O)c(Cl)c2"""
"1994,""Nc1c(Cl)c(Cl)cc(Cl)c1Cl"""
"1995,""[K+].[Br-]"""
"1996,""CC1=CC(=NC(=O)N1)C.[O-][N+](=O)c2ccc(NC(=O)Nc3ccc(cc3)[N+]([O-])=O)cc2"""
"1997,""[Na+].[Na+].[O-][S](=O)(=O)c1cc(NN=C2C=CC(=O)C=C2)ccc1\C=C\c3ccc(NN=C4C=CC(=O)C=C4)cc3[S]([O-])(=O)=O"""
"1998,""O[S](O)(=O)=O.O=C1CC2OCC=C3CN4CC[C@@]56[C@@H]4C[C@@H]3[C@@H]2C5N1c7ccccc67.O=C8CC9OCC=C%10CN%11CC[C@@]%12%13[C@@H]%11C[C@@H]%10[C@@H]9C%12N8c%14ccccc%13%14"""
"1999,""CNc1nc(NC(C)C)nc(SC)n1"""
"2000,""[Na+].[O-][Cl](=O)(=O)=O"""
"2001,""[Na+].[O-]c1ccc(c(c1)C(F)(F)F)[N+]([O-])=O"""
"2002,""CN(C)C(=O)N(C)C"""
"2003,""COc1ccc(C=O)c(OC)c1"""
2004,NA
"2005,""OC(=O)CCCCC(O)=O"""
"2006,""[K+].CC(Oc1ccc(Cl)cc1Cl)C([O-])=O"""
"2007,""NC(=O)CF"""
"2008,""CC(C)CCCCCCCCCCNCCCCCCCCCCC(C)C"""
"2009,""CN(C)C(=S)SC(=S)N(C)C"""
"2010,""CCCCCCCCBr"""
2011,NA
2012,NA
"2013,""CO[P](=S)(NC(C)C)Oc1ccc(Cl)cc1Cl"""
"2014,""CC(C)C1=NC(=O)C=C(C)N1"""
"2015,""[NH4+].[NH4+].[O-][Cr]([O-])(=O)=O"""
"2016,""CCN(CCO)c1ccc(N)c(C)c1.O[S](O)(=O)=O"""
"2017,""NC#N"""
"2018,""ClC1=C(Cl)C2(Cl)C=CC1(Cl)C2(Cl)Cl"""
"2019,""CCCC(C)c1cccc(OC(=O)NC)c1.CCC(CC)c2cccc(OC(=O)NC)c2"""
"2020,""N[S](O)(=O)=O"""
"2021,""CCCCCCCCC(=O)NO"""
"2022,""[O-][N+](=O)c1ccc(Cl)cc1Cl"""
"2023,""c1ccc(cc1)c2cccc(n2)c3ccccc3"""
"2024,""CC(O)C#C"""
"2025,""[Al+3].[Cl-].[Cl-].[Cl-]"""
"2026,""CNc1ccccc1"""
"2027,""CC(N)=O"""
"2028,""O=Cc1ccc(Oc2ccccc2)cc1"""
2029,NA
"2030,""Cc1c(F)c(F)c(COC(=O)C2C(\C=C(/Cl)C(F)(F)F)C2(C)C)c(F)c1F"""
"2031,""CC(C)CCCCCO"""
"2032,""CC1CCC2CC1C2(C)C"""
"2033,""CCOC(N)=O"""
"2034,""CCC(CN1CCOCC1)[N+]([O-])=O"""
"2035,""[Cd++].[O-]C([O-])=O"""
"2036,""CC(O)COC(=O)C=C"""
2037,NA
"2038,""CCNCCO"""
2039,NA
"2040,""CCOC(=O)CSc1nc(nn1C(=O)N(C)C)C(C)(C)C"""
"2041,""Cc1cc(O)cc(C)c1Cl"""
"2042,""COC(=O)c1ccccc1[S](=O)(=O)NC(=O)Nc2nc(C)nc(OC)n2"""
"2043,""Cc1oc(C)cc1"""
"2044,""Oc1c(Cl)cc(Cl)c(Cl)c1Cc2c(O)c(Cl)cc(Cl)c2Cl"""
"2045,""Cc1ccccc1Cl"""
"2046,""CCCC\C=C/CCCCCCO"""
